Index.No.,Region,Country,Port.Name,latdeg,latmin,latdir,londeg,lonmin,londir,Publication,Chart,Harbor.Size,Harbor.Type,Shelter,Tide,Swell,Ice,Other,Overhead.Limits,Channel,Anchorage,Cargo.Pier,Oil.Terminal,Tide.1,Maximum.Size,Good.Holding,Turning.Area,X1st.Port.of.Entry,U.S.,ETA.Message,Compulsory,Available,Local.Assistance,Advisable,Tug.Salvage,Tug.Assistance,Pratique,Derat.Certificate,Other.1,Telephone,Telegraph,Radio,Radio.Telephone,Air,Rail,Wharves,Anchor,Med..Moor,Beach.Moor,Ice.Moor,Medical.Facilities,Garbage.Disposal,Degauss,Dirty.Ballast,Fixed,Mobile,Floating,X100.Tons.Plus,X50.100.Tons,X25.49.Tons,X0.24.Tons,Longshore,Electrical,Steam,Nav.Equipment,Electric.Repair,Provisions,Water,Fuel.Oil,Diesel.Oil,Deck,Engine,Repair,Drydock,Railway,latlon,lat,lon
14340,14070,CL,BAHIA DE VALDIVIA,39,48,S,73,15,W,125,22305,S,RN,E,Y,N,N,Y,N,O,H,N,J,3,L,,Y,,,,Y,Y,,,,,,,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,,,,,,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,B,S,S,39 48 S 73 15 W,-39.8,-73.25
12570,12565,PE,IQUITOS,3,45,S,73,14,W,124,BRP4116,S,RN,E,,,,Y,,M,,M,M,2,L,,,,,Y,,Y,,,,,Y,,Y,,,Y,Y,Y,,Y,,,,,Y,,,N,,,,,,,Y,Y,,,,,N,Y,Y,N,,,C,,,3 45 S 73 14 W,-3.75,-73.2333333333333
2975,2820,CA,CONTRECOUR,45,53,N,73,12,W,C302,14003,V,RN,,,,,Y,Y,K,,M,,0,L,,,,,Y,,Y,,,,,Y,Y,,,,Y,,Y,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,S,45 53 N 73 12 W,45.8833333333333,-73.2
7570,6585,US,BRIDGEPORT,41,10,N,73,11,W,CP02,12369,M,CB,E,Y,N,N,Y,N,L,G,K,K,7,L,,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,S,41 10 N 73 11 W,41.1666666666667,-73.1833333333333
14400,14070,CL,CORONEL,37,2,S,73,10,W,125,22312,S,CN,E,N,N,N,Y,N,E,F,H,H,1,L,Y,,Y,N,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,,,N,Y,Y,,,Y,,,Y,,,,,Y,Y,Y,N,,,N,,,37 2 S 73 10 W,-37.0333333333333,-73.1666666666667
14415,14070,CL,BAHIA SAN VICENTE,36,44,S,73,10,W,125,22314,V,CN,F,N,N,N,,,A,D,J,H,1,L,Y,,,N,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,,,Y,Y,Y,Y,Y,,Y,,,Y,,,,Y,Y,Y,Y,Y,Y,B,L,M,36 44 S 73 10 W,-36.7333333333333,-73.1666666666667
14380,14070,CL,LOTA,37,6,S,73,9,W,125,22312,V,CN,P,N,N,N,Y,N,J,J,L,,1,M,Y,,,N,Y,Y,Y,,,,N,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,N,N,,,C,,S,37 6 S 73 9 W,-37.1,-73.15
2220,1930,CA,SOREL,46,3,N,73,7,W,145,14221,S,RN,G,N,N,Y,Y,Y,J,K,K,,2,L,Y,Y,Y,N,Y,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,,,Y,Y,,N,Y,Y,,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,A,M,L,46 3 N 73 7 W,46.05,-73.1166666666667
14420,14070,CL,TALCAHUANO,36,42,S,73,6,W,125,22311,S,CN,G,N,N,N,N,N,A,H,L,L,1,L,Y,Y,,,Y,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,36 42 S 73 6 W,-36.7,-73.1
10860,10810,HT,MIRAGOANE,18,27,N,73,5,W,147,26188,V,OR,G,N,N,Y,Y,N,H,G,K,,1,M,,,N,N,N,Y,Y,,,,Y,,,,,Y,,,,,,Y,,,,Y,,,N,,,,,,,,,,,,,,Y,,,,,,,,18 27 N 73 5 W,18.45,-73.0833333333333
7560,6585,US,PORT JEFFERSON,40,57,N,73,5,W,CP02,12362,V,CB,G,N,N,Y,Y,N,M,L,M,L,7,L,,,N,N,Y,Y,,,,,Y,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,,Y,Y,Y,C,S,,40 57 N 73 5 W,40.95,-73.0833333333333
7641,6585,US,PATCHOGUE,40,45,N,73,1,W,CP02,12352,V,RN,G,N,N,N,Y,Y,P,P,P,K,1,L,,,N,N,N,Y,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,M,40 45 N 73 1 W,40.75,-73.0166666666667
14440,14070,CL,PENCO,36,43,S,73,0,W,125,22311,V,CN,G,N,N,N,Y,N,,J,K,,4,L,,,N,N,Y,Y,Y,,,,,,,,,,,,,,Y,Y,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,36 43 S 73 0 W,-36.7166666666667,-73
14425,14070,CL,LIRQUEN,36,43,S,72,59,W,125,22311,V,CN,G,N,N,N,Y,N,,G,H,,1,M,,,,Y,Y,Y,Y,,,,Y,Y,,Y,Y,,Y,,,Y,Y,Y,,,,Y,,,Y,N,Y,N,N,N,N,N,,,,,,Y,Y,Y,,Y,Y,B,,M,36 43 S 72 59 W,-36.7166666666667,-72.9833333333333
14270,14070,CL,PUERTO MONTT,41,29,S,72,58,W,125,22345,S,CN,F,Y,N,N,Y,Y,A,A,M,J,6,L,Y,Y,Y,N,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,,41 29 S 72 58 W,-41.4833333333333,-72.9666666666667
7550,6585,US,NEW HAVEN,41,14,N,72,55,W,CP02,12371,S,CB,G,Y,N,N,Y,N,K,P,K,J,6,L,Y,,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,,Y,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,,M,41 14 N 72 55 W,41.2333333333333,-72.9166666666667
10870,10810,HT,PETIT GOAVE,18,26,N,72,52,W,147,26188,V,OR,G,N,N,N,Y,N,C,H,P,,1,M,Y,Y,N,N,N,Y,Y,,,,,,,,,Y,,,,,,Y,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,,,,,,,18 26 N 72 52 W,18.4333333333333,-72.8666666666667
14197,14070,CL,PUERTO CHACABUCO,45,28,S,72,50,W,125,22371,V,RN,F,Y,Y,N,Y,N,P,A,K,M,3,L,,Y,,,Y,Y,Y,,Y,,Y,Y,,Y,,,,,,,Y,Y,,,,Y,,,N,Y,Y,,,,Y,Y,Y,,,,,,Y,Y,Y,,,N,,,45 28 S 72 50 W,-45.4666666666667,-72.8333333333333
14190,14070,CL,PUERTO NATALES,51,43,S,72,34,W,125,22420,V,OR,P,N,N,Y,N,N,,A,L,,0,,,,,,Y,Y,,Y,,,,Y,,Y,,,Y,,,,Y,Y,,,,,,,N,,,,,,,,,,,,,,Y,,,,,,,,51 43 S 72 34 W,-51.7166666666667,-72.5666666666667
2210,1930,CA,TROIS RIVIERES,46,21,N,72,33,W,145,14223,M,RN,G,N,N,Y,Y,Y,J,J,K,N,0,L,Y,Y,Y,N,Y,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,Y,,,Y,Y,N,N,Y,,Y,Y,Y,Y,Y,Y,C,,,46 21 N 72 33 W,46.35,-72.55
10820,10810,HT,JACMEL,18,14,N,72,32,W,147,26206,V,OR,P,N,Y,N,Y,N,M,M,N,,2,M,,,Y,N,N,,Y,,,,,Y,,,,,,,Y,,,Y,,,,Y,,,N,,,,,,,,,Y,,,Y,Y,Y,,,,,C,,,18 14 N 72 32 W,18.2333333333333,-72.5333333333333
7520,6585,US,ESSEX,41,21,N,72,23,W,CP02,12375,V,RN,E,N,N,Y,Y,N,P,O,P,,3,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,Y,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,S,41 21 N 72 23 W,41.35,-72.3833333333333
2200,1930,CA,PORT DE BECANCOUR,46,24,N,72,23,W,SCOR,,V,RN,E,N,N,Y,N,N,K,K,K,,0,M,Y,,,,Y,Y,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 24 N 72 23 W,46.4,-72.3833333333333
7460,6585,US,GREENPORT,41,6,N,72,22,W,CP02,12358,V,CB,G,N,N,N,Y,N,P,O,N,,2,M,N,N,N,N,N,Y,,,,N,N,Y,N,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,M,41 6 N 72 22 W,41.1,-72.3666666666667
10880,10810,HT,PORT AU PRINCE,18,33,N,72,21,W,147,26186,M,OR,G,N,N,N,Y,N,H,G,K,K,1,L,Y,,Y,Y,Y,Y,Y,Y,Y,N,Y,,,Y,,,Y,,Y,,Y,,Y,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,Y,N,N,N,Y,Y,Y,,N,N,N,,S,18 33 N 72 21 W,18.55,-72.35
10930,10810,HT,CAP HAITIEN,19,46,N,72,12,W,147,26147,V,OR,F,N,N,N,N,Y,E,G,K,,1,L,N,Y,Y,Y,Y,Y,Y,,,N,Y,Y,,,,,Y,N,Y,,Y,Y,,,,Y,,,N,Y,,,,,Y,,Y,,,,,,Y,Y,,,,N,,,19 46 N 72 12 W,19.7666666666667,-72.2
14860,14830,PE,BAHIA DE MATARANI,17,0,S,72,7,W,125,22182,S,CB,G,N,N,N,,Y,H,A,H,D,3,L,,,,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,,N,Y,,,,,,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,C,,S,17 0 S 72 7 W,-17,-72.1166666666667
7500,6585,US,NEW LONDON,41,21,N,72,5,W,CP02,13213,S,RN,E,N,N,Y,N,Y,K,K,K,J,3,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,Y,Y,Y,Y,,,,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,41 21 N 72 5 W,41.35,-72.0833333333333
7510,6585,US,NORWICH,41,31,N,72,5,W,CP02,12372,V,RN,E,N,N,Y,Y,Y,M,M,M,M,3,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,Y,,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,,,,41 31 N 72 5 W,41.5166666666667,-72.0833333333333
7480,6585,US,NOANK,41,19,N,71,59,W,CP02,13214,V,CN,F,N,N,N,Y,N,P,P,P,,2,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,Y,,,,,,,Y,Y,Y,,Y,Y,Y,C,,S,41 19 N 71 59 W,41.3166666666667,-71.9833333333333
11946,11860,CO,PUERTO BOLIVAR,12,15,N,71,58,W,148,24469,S,CB,F,N,N,N,Y,Y,K,J,E,K,1,L,,Y,,N,Y,Y,Y,,,,Y,N,,Y,,Y,Y,Y,,Y,Y,,,,,Y,Y,,N,,,,,,,,Y,,,,,N,N,N,N,,,N,,M,12 15 N 71 58 W,12.25,-71.9666666666667
7490,6585,US,MYSTIC,41,21,N,71,58,W,CP02,13214,V,RN,E,N,N,Y,Y,Y,P,P,P,,3,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,Y,,,Y,Y,,,,,,Y,Y,,Y,Y,Y,C,,S,41 21 N 71 58 W,41.35,-71.9666666666667
1190,1160,CA,MARICOURT,61,36,N,71,57,W,146,15017,V,CN,F,N,N,Y,Y,,A,A,,,5,M,Y,Y,N,N,N,N,N,,,N,N,Y,N,,,,Y,Y,,,,Y,,,,,,,N,,,,,,,,,,,,,,Y,,,,,,,,61 36 N 71 57 W,61.6,-71.95
7450,6585,US,MONTAUK HARBOR,41,4,N,71,56,W,CP02,13209,V,CB,G,N,N,N,Y,N,O,O,P,,2,M,N,N,N,N,N,Y,,,,N,N,Y,N,,Y,,,,,Y,Y,,,,,Y,,,N,,,,Y,,Y,Y,,,,,,Y,Y,,Y,Y,Y,,,,41 4 N 71 56 W,41.0666666666667,-71.9333333333333
14175,14070,CL,CALETA MINA ELENA,52,41,S,71,54,W,124,22410,V,CN,F,N,N,N,N,N,,L,,,0,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,52 41 S 71 54 W,-52.6833333333333,-71.9
7470,6585,US,STONINGTON,41,20,N,71,54,W,CP02,13214,V,RN,G,N,N,N,Y,N,O,N,O,,3,M,N,N,N,N,N,Y,,,,N,N,Y,N,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,,,S,41 20 N 71 54 W,41.3333333333333,-71.9
10960,10950,DO,PEPILLO SALCEDO,19,42,N,71,45,W,147,26142,V,OR,G,N,N,N,Y,N,K,A,J,,1,L,Y,Y,Y,N,Y,Y,Y,,,N,N,Y,Y,,,,Y,Y,,Y,Y,,,,,Y,N,,N,Y,,,,,,Y,Y,,,,,,Y,Y,,,,N,,S,19 42 N 71 45 W,19.7,-71.75
11075,10950,DO,CABO ROJO,17,55,N,71,39,W,147,26210,V,OR,P,N,Y,N,Y,Y,K,N,K,,1,L,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,,N,Y,,,Y,Y,N,,Y,,,,,N,,,N,,,,,,,,Y,,,,,,Y,N,N,,,N,,,17 55 N 71 39 W,17.9166666666667,-71.65
12034,11950,VE,BAJO GRANDE,10,31,N,71,38,W,148,24482,V,LC,F,N,N,N,Y,N,H,,,H,1,L,,Y,,,Y,Y,Y,Y,Y,,Y,Y,,Y,,,Y,Y,Y,,Y,Y,,,,,,,Y,,,,,,,,Y,,,,,,Y,Y,,,,C,,,10 31 N 71 38 W,10.5166666666667,-71.6333333333333
14470,14070,CL,PUERTO SAN ANTONIO,33,35,S,71,37,W,125,22294,S,CB,G,Y,Y,N,Y,N,A,A,J,K,4,L,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,Y,,,N,Y,Y,,,Y,,,,,,,,Y,Y,Y,Y,,,B,,M,33 35 S 71 37 W,-33.5833333333333,-71.6166666666667
14500,14070,CL,BAHIA DE VALPARAISO,33,2,S,71,37,W,125,22293,M,CB,F,N,N,N,N,N,A,A,J,G,1,L,Y,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,N,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,S,,33 2 S 71 37 W,-33.0333333333333,-71.6166666666667
11960,11950,VE,MARACAIBO,10,38,N,71,36,W,148,24484,M,OR,E,Y,Y,N,Y,N,K,A,K,,0,L,Y,Y,Y,Y,Y,Y,Y,,Y,N,Y,Y,,Y,,,Y,Y,Y,,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,C,,L,10 38 N 71 36 W,10.6333333333333,-71.6
12032,11950,VE,PUNTA DE PALMAS,10,47,N,71,35,W,148,24484/2,V,LC,F,N,N,N,Y,N,H,,,H,1,L,,Y,,,Y,Y,Y,,,,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,,,,,,N,,,,,,,,Y,,,,,,Y,Y,Y,,,C,S,,10 47 N 71 35 W,10.7833333333333,-71.5833333333333
12035,11950,VE,PUERTO MIRANDA,10,46,N,71,34,W,148,24484/2,S,LC,F,Y,N,N,Y,N,J,K,,J,5,L,Y,Y,,,Y,Y,Y,,,,Y,Y,,Y,,,Y,Y,Y,,Y,,,,,,,,Y,,Y,,,,,,,,,,,,Y,Y,Y,,,C,,,10 46 N 71 34 W,10.7666666666667,-71.5666666666667
14510,14070,CL,BAHIA QUINTERO (VENTANAS),32,46,S,71,32,W,125,22293,V,OR,F,N,N,N,Y,Y,,D,G,A,1,L,N,Y,,N,Y,Y,Y,,,N,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,,,,Y,N,,N,,Y,,,,,Y,Y,,,,,Y,Y,Y,N,,,C,,,32 46 S 71 32 W,-32.7666666666667,-71.5333333333333
12037,11950,VE,EL TABIAZO,10,46,N,71,32,W,148,24483/4,V,OR,P,,,,,,J,L,N,L,1,L,Y,,,,Y,Y,Y,,,,Y,Y,,Y,,,Y,,,,Y,N,,,,Y,Y,,N,,,,,,,,Y,,,,,,Y,Y,Y,,,N,,,10 46 N 71 32 W,10.7666666666667,-71.5333333333333
10025,10016,TC,COCKBURN HARBOR,21,30,N,71,32,W,147,26261,V,OR,G,,,,,,O,P,O,O,0,,N,,,,Y,N,Y,,,,,,,,,,Y,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,21 30 N 71 32 W,21.5,-71.5333333333333
12025,11950,VE,LA SALINA,10,22,N,71,28,W,148,24484,S,LC,F,N,N,N,Y,N,H,J,,K,0,L,N,Y,,,Y,Y,Y,Y,Y,,Y,Y,,Y,,,Y,Y,Y,,Y,Y,,,,,,,N,,,,,,,,Y,,,,,,Y,Y,Y,N,N,C,,,10 22 N 71 28 W,10.3666666666667,-71.4666666666667
7430,6585,US,QUONSET POINT,41,35,N,71,24,W,CP02,13223,V,CN,F,N,N,N,Y,N,K,K,L,,4,M,Y,Y,N,N,N,Y,,,,N,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,Y,Y,,,,Y,Y,Y,Y,,,,,,41 35 N 71 24 W,41.5833333333333,-71.4
7440,6585,US,DAVISVILLE DEPOT,41,37,N,71,24,W,CP02,13223,V,CN,F,N,N,N,Y,N,K,K,K,,4,M,Y,Y,N,N,N,Y,,,,N,N,Y,N,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,Y,Y,,,,,,,,,,,,41 37 N 71 24 W,41.6166666666667,-71.4
7420,6585,US,PROVIDENCE,41,48,N,71,24,W,CP02,13225,M,RN,G,N,N,N,Y,Y,J,K,J,J,4,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,41 48 N 71 24 W,41.8,-71.4
14560,14070,CL,BAHIA HERRADURA GUAYACAN,29,58,S,71,22,W,125,22282,V,OR,G,N,N,N,Y,N,F,H,K,F,2,L,Y,,Y,N,Y,Y,Y,,N,N,N,Y,,Y,,Y,Y,,Y,Y,Y,Y,,,,Y,N,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,,29 58 S 71 22 W,-29.9666666666667,-71.3666666666667
14840,14830,PE,PUERTO ILO,17,38,S,71,22,W,125,22182,V,OR,G,N,Y,N,Y,,D,E,E,F,1,L,,,Y,N,Y,Y,Y,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,C,,M,17 38 S 71 22 W,-17.6333333333333,-71.3666666666667
14570,14070,CL,COQUIMBO,29,57,S,71,20,W,125,22282,V,CN,G,Y,Y,N,Y,N,B,L,K,,3,L,,,,N,Y,Y,Y,,,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,C,,,29 57 S 71 20 W,-29.95,-71.3333333333333
7380,6585,US,NEWPORT,41,30,N,71,20,W,CP02,13223,S,CN,E,N,N,N,Y,Y,N,A,N,,4,M,Y,Y,Y,N,,Y,,,,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,B,,M,41 30 N 71 20 W,41.5,-71.3333333333333
7410,6585,US,BRISTOL,41,40,N,71,16,W,CP02,13224,V,CN,G,N,N,N,Y,,M,N,O,,4,M,N,N,N,N,Y,Y,,,,N,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,Y,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,S,41 40 N 71 16 W,41.6666666666667,-71.2666666666667
14610,14070,CL,HUASCO,28,28,S,71,15,W,125,22262,V,OR,F,N,N,N,N,Y,A,A,B,G,1,L,Y,,Y,,Y,Y,Y,,,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,N,,N,,,,,,Y,,Y,,,,,Y,N,N,Y,,,C,,S,28 28 S 71 15 W,-28.4666666666667,-71.25
7405,6585,US,TIVERTON,41,38,N,71,13,W,CP02,13221,S,RN,G,N,N,N,Y,Y,L,M,K,K,4,L,Y,,Y,N,N,Y,,,,N,Y,Y,Y,,Y,Y,,,Y,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,41 38 N 71 13 W,41.6333333333333,-71.2166666666667
2180,1930,CA,QUEBEC,46,49,N,71,13,W,145,14227,M,RN,G,Y,N,Y,Y,N,J,A,F,F,8,L,Y,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,L,,46 49 N 71 13 W,46.8166666666667,-71.2166666666667
7400,6585,US,FALL RIVER,41,42,N,71,10,W,CP02,13227,V,CN,E,N,N,Y,Y,Y,K,M,K,J,4,M,Y,Y,Y,N,N,Y,,,,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,41 42 N 71 10 W,41.7,-71.1666666666667
10020,10016,TC,GRAND TURK,21,26,N,71,9,W,147,26262,V,OR,G,N,N,N,Y,N,H,H,N,,1,M,Y,Y,N,N,Y,N,Y,N,N,N,N,,,,N,N,Y,,Y,N,,Y,,,,Y,Y,,N,Y,,,,Y,,,,,,,,,Y,Y,Y,N,N,C,,,21 26 N 71 9 W,21.4333333333333,-71.15
11070,10950,DO,SANTA CRUZ DE BARAHONA,18,12,N,71,5,W,147,25842,S,CN,G,N,N,N,Y,Y,K,H,K,,1,L,Y,Y,Y,N,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,,Y,,Y,Y,Y,Y,,,,Y,,,N,Y,Y,,,,,Y,Y,,,,,,Y,,Y,,,C,,M,18 12 N 71 5 W,18.2,-71.0833333333333
11980,11950,VE,SAN LORENZO,9,47,N,71,4,W,148,24481,V,LC,F,N,N,N,Y,Y,J,K,,K,1,L,,Y,,,Y,Y,,,,,Y,Y,,Y,,,Y,,,,Y,,,,,,,,Y,Y,,,,,,Y,Y,,,Y,Y,,Y,,,,,C,,,9 47 N 71 4 W,9.78333333333333,-71.0666666666667
2130,1930,CA,CHICOUTIMI (PORT SAGUENAY),48,26,N,71,4,W,145,14246,S,RN,G,Y,N,Y,Y,Y,N,A,H,L,5,M,Y,Y,Y,,Y,Y,Y,N,Y,Y,Y,Y,N,,,,Y,Y,Y,,Y,,Y,,,Y,,,N,,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,S,,48 26 N 71 4 W,48.4333333333333,-71.0666666666667
7250,6585,US,BOSTON,42,21,N,71,3,W,CP01,13270,L,CN,E,N,N,N,N,Y,J,H,H,J,10,L,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,N,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L,42 21 N 71 3 W,42.35,-71.05
14110,14070,CL,BAHIA AGUA FRESCA,53,23,S,70,58,W,124,22410,V,CN,F,,,,,,,N,,,0,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,53 23 S 70 58 W,-53.3833333333333,-70.9666666666667
7260,6585,US,QUINCY,42,15,N,70,58,W,CP01,13270,S,RN,E,Y,N,N,Y,Y,P,L,K,,10,M,,,N,N,Y,Y,,,,N,Y,Y,Y,,Y,,,,Y,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,B,M,M,42 15 N 70 58 W,42.25,-70.9666666666667
7240,6585,US,LYNN,42,27,N,70,57,W,CP01,13275,V,CN,G,Y,N,N,Y,N,N,N,N,,9,M,Y,Y,N,N,N,N,N,,,N,N,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,S,42 27 N 70 57 W,42.45,-70.95
14130,14070,CL,PORT SAN JUAN DE LA JUAN,53,38,S,70,55,W,124,22410,V,CN,F,,,,,,,G,,,4,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,53 38 S 70 55 W,-53.6333333333333,-70.9166666666667
7370,6585,US,NEW BEDFORD,41,38,N,70,55,W,CP02,13229,S,CN,E,N,N,N,N,Y,L,L,L,L,4,M,Y,Y,Y,N,,Y,,,,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,,,Y,,,N,,Y,,Y,,,,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,M,M,41 38 N 70 55 W,41.6333333333333,-70.9166666666667
14100,14070,CL,RADA PUNTA ARENAS,53,10,S,70,54,W,124,22482,S,OR,F,N,N,N,Y,,,E,K,K,2,L,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,,S,53 10 S 70 54 W,-53.1666666666667,-70.9
7225,6585,US,SALEM,42,31,N,70,53,W,CP01,13276,S,CN,G,Y,N,N,Y,N,L,M,L,K,9,L,Y,,Y,N,Y,Y,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,S,42 31 N 70 53 W,42.5166666666667,-70.8833333333333
7220,6585,US,BEVERLY,42,32,N,70,53,W,CP01,13276,V,CN,G,Y,N,N,Y,N,M,M,M,,9,M,Y,,N,N,Y,Y,,,,,Y,Y,Y,,Y,,,,,Y,Y,,,,,,,,N,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,,C,,S,42 32 N 70 53 W,42.5333333333333,-70.8833333333333
